,Unnamed: 0,id_review,date,product_id,user_rating,date_other_format,user_id,title,review
4787,1614,1656,20111228,B001CX4JSS,4,"December 28, 2011",A1SO0AI373H7U2,Good Toothbrush,"I mainly got this oral b tooth brush because it came with a rebate of $20. Unfortunately the process to get that rebate was a little more than confusing. I wasn\'t sure what bar-code I was supposed to save or the Proof of Purchase. Regardless of all that, this is a very good toothbrush. Every time I finish brushing it feels like I just left the dentist."
3222,49,50,20050912,B00006ANDJ,5,"September 12, 2005",AN1LJIVV7800V,Great price on replacement brush heads!!,Necessary replacement brush heads to maintain correct oral hygeine with rotary Braun electric toothbrush.  I foung Amazon.com\'s price for this item CHEAPER than Costco or Sam\'s Club!!!!
1428,1008,1037,20080630,B000XVSNTQ,4,"June 30, 2008",A240FRPD4MEXND,No Doubt About It - This is a Nice Razor.  However . . .,"I\'ve used Venus razors for years, and the Venus Embrace is a cut above the more standard Venus offerings.  A gel handle makes this razor easier to control than previous models. No nicks, No razor burn, and the moisturizing ribbon around the blades helps the razor glide very smoothly.  So why not rate it five stars?Two problemsFirst, the pod that is supposed to stay on the shower wall doesn\'t.  At least, on my shower wall, it stays for only three hours.  Then I hear \'bump, clank,\' and it\'s down again.  After three trys, I gave up!  The extra blade will stay in the cabinet until needed.Second, the price of additional blades is high. You\'ll have to decide if the extra performance of this razor (nice) is worth the $3.00+ for a refill blade (not so nice in my book).Will this razor replace my earlier Venus razors?  Probably not, but, of course, this is a personal issue, so you\'ll be the judge.Four stars    "
6789,130,130,20110915,B00284B59G,5,"September 15, 2011",A1AGXOGJ0H9XED,Awesome!!,"Never fear, all of you former Ob Ultra users, this tampon works!!  As someone who ran out of the ob Ultra a few months ago and have been having a terrible time of it since, this is a Godsend.  I think this might even be better.  I might have to try their other sizes as well--since ob didn\'t have any loyalty to me, I no longer have any loyalty to them."
4263,1090,1115,20120119,B000AUIFCA,4,"January 19, 2012",A7VS2V1YNHOY5,Seems Fake,"These seem fake.  I just purchased real ones from Walgreens so I can actually compare them now.  The \'fake\' ones would rust, the little yellow flossers would fall off the head, and the entire head holding the bristles would disconnect from the mechanism that moves it rendering it useless.  But hey, I just went to my dentist and they said everything with my mouth/gums got better!  I just wanted to note that there\'s a difference between these and the ones you purchase from the store."
4575,1402,1434,20091127,B001CSZTFK,5,"November 27, 2009",A399YZPNZ8UXIP,great value,"i was looking for replacement brushes without having to spend a fortune and i found a great deal on a necessity. thank you soo much, great value for good stuff"
4630,1457,1490,20100821,B001CX4JSS,5,"August 21, 2010",A1IER8M4ZXHFHK,My wife loved hers and ordered me to buy one too.  Amazon\'s price was the best,My wife bought the Pulsonic at Target for $66.She just loved hers and ordered me to buy one too.But instead of Target I went to Amazon and got the same thing for only $40!!!!!And free shipping.Before you shop Target check out Amazon first.
4306,1133,1160,20070521,B000AUIFCA,5,"May 21, 2007",A1CS2KFQX5F71B,feel clean toothbrush,this brush is more superior than the other models of brush especially when it is used on the latest Oral Triumph electric toothbrush
1126,706,729,20060227,B000BUW8WM,2,"February 27, 2006",A3UHYKT1W1ZQQ3,Waste of Money - Stick With Your Mach 3,"I finally gave in and bought this parody of a razor--and I got taken. Even with its five blades, I am left after shaving with the exact same edges of my chin left rough and unsmooth. I was used to this with my Mach 3, but bought into the fact that two more blades really WERE the answer.The little single trimmer blade? I see it in there, but I definitely don\'t feel it doing anything. Maybe you have to hold it at just the right angle, I don\'t know.The absolute worst time to use this razor is after a few days of beard growth. The vibrating blades felt like they were trying to grab the hairs and actually rip them out of my face faster than I could draw the razor across my cheek.Luckily I didn\'t throw my Mach 3 away. I\'ll be going back to that.    "
2200,1780,1850,20110602,B003983HRI,4,"June 2, 2011",A2PFX6WO88KTYB,"Smooth razor, but doesn\'t last long","The feel of the razor is very smooth at first, but I\'ve noticed that the life of the razor is relatively short compared to other brands out there. Either way, I bought this on sale for 73 cents! So I can\'t complain too much.    "
5764,2591,2652,20101001,B003UKKH6O,5,"October 1, 2010",A3H7087YTQO9PO,Mouth feels clean all over.,I was skeptical but I must admit this product does the job its supposed to do. Works well around the teeth and gums and any appliances you may have. Leaves your teeth feeling clean.
3139,2719,2804,20120312,B0062IWQVU,5,"March 12, 2012",A39YQ9NE6DI7E7,A real multifunction groomer,"I have used the fusion before, but as I have a full beard and mustache, I have had to use a trimmer and scissors also. Now I have it all in one small unit. It functions well, but is not for ear/nose area. I do like the unit for shaving and trimming, but it\'s not really as good as a full functioning plug in trimmer. For everyday it is more than adequate.    "
458,38,39,20110322,B000052YHS,5,"March 22, 2011",A34B5P1JV9RUN6,Still the best,"I got my first Mach3 when I registered for Selective Service.  That was 10 years ago, and I\'m still using them today.  Although I\'ve tried the Mach3 Turbo, the M3 Power, and the Mach3 disposables, I always end up going back to the original.  It\'s as good today as it was then and I\'m so glad the U.S. Government sent me one as thanks for signing up for the draft.    "
4385,1212,1239,20110529,B000AUIFCA,1,"May 29, 2011",A18MNRDFSSSH3B,Counterfeit item!!!,Bought this product last year from Direct Home and Garden. First brush head fell apart within minutes of use.Second one did not last much longer. The loose parts could injure you.Found out that it is a counterfeit product. Do not buy!!!I will buy my next Oral B brush heads at a local store.
5697,2524,2583,20120329,B00336EUV8,1,"March 29, 2012",A1Z7NG7C9XH8XE,Tooth Brush Doesn\'t deliver its promise.,"I am disappointed with Oral B Pulsar not living up to its advertised 2 month battery operation. At brushing twice a day, it barely last a month. At brushing one-two times a day, it makes over month. According to the Oral B website, it claims that a toothbrush should last somewhere between 3 and 4 months. If I\'m going to pay more than double the price of a toothbrush, I want it to perform as advertised at the very least.At ten dollars each, its not worth its advertised price. I would suggest a longer bettery life or an ability to easily replace the battery, so one can use the tooth brush at its full capacity for at least 2 to three months."
3917,744,761,20091018,B0002M5JO8,5,"October 18, 2009",AP2BABFFQG5PS,oral b replacement,very pleased with the replacement brush heads. I received the toothbrush awhile ago and found it difficult to find the replacements.
2845,2425,2504,20090827,B004B8AZH0,1,"August 27, 2009",A2J88H0WNZ5QM5,Fake Fusion cartridges,I wish I could give a negative rating.  The replacement cartridges were complete fakes.  It only takes 2 seconds to figure out they aren\'t real Fusion blades.  It\'s like shaving with broken glass.  The seller immediately refunded my money though which was nice.    
6567,331,339,20100531,B004IS92L8,5,"May 31, 2010",A33VELHWFACU48,STILL A PANTENE FAN,"I have used Pantene products for years, but had not tried their new line . My hair is fine and tends to go flat. Applying too much mousse and hairspray makes it brittle and unattractive. After using this new Pantene Conditioner, my hair has an increase in volume and softness as well. It is not a dramatic improvement but noticeable. I will soon be trying their other new shampoos in particular. "
2731,2311,2389,20111008,B004A7PB26,5,"October 8, 2011",A1MMG3F9DO01CC,One of the Last Few Great Non-Liquid Body Washes,"This is probably one of the last few gel-type body washes for guys out there (Old Spice used to carry one, but did away with it recently).  I prefer the body washes like this over the straight-up liquid washes since a smaller amount of this type of wash goes a much longer way to lathering up and cleaning yourself.I\'ve been using this wash for at least 2 years now, it\'s getting harder and harder to find it in regular stores around town; almost everything is becoming that crappy liquid-style body wash that takes half the damn bottle per shower to get the same lathering power as a little teaspoon of this awesome Gillette wash.I have no idea what the heck the other two reviewers here have been using, but this wash is great if you use it in a washcloth or shower ball / loofah.  It\'s not greasy whatsoever, cleans dirt and grime just fine, and the other guy must have the most sensitive grout ever in his shower to have this product stain it.    "
3444,271,278,20090301,B00006ANDQ,1,"March 1, 2009",A3HRXNQHPH4S7N,Beware of old product . . .,"Ordering the 4-head deal is great, however, when mine arrived,the packaging was quite old and worn-out looking.  My thoughtswere confirmed when I broke all four heads within about 3 monthsof using them.  The small rotating piece on the back of the headbroke off while brushing.  I somehow found the first three but, unfortunately swallowed the forth today. The small piece makes thebrush head rotate in a uniform patten.  When it breaks you can stilluse the toothbrush but, with lesses results; what\'s the point in that?If your order packaging looks old and worn, the plastic is old also causing premature aging of the plastic heads making them brittle.  Pleasebe aware of this issue.  BTW, I don\'t brush hard either!  Hope this helps."
4996,1823,1868,20120323,B002HWS9FW,4,"March 23, 2012",A2ZY49IDE6TY5I,Effectively Cleans Even The Smallest Surfaces,"I\'ve been using an Oral B electric toothbrush for 11 or 12 years and love it. However, when I travel I take this one with me because it is compact and has the same type of brush head that I use on the electric brush.As far as I am concerned this brush manages to do a terrific job with very little effort. The small brush head can get into the smallest places and get to all that nasty debris that collects. My teeth also feel ultra clean. I usually floss at least once  a day after brushing and I am always a little surprised by how little excess debris is present after using this brush.My only complaint with this brush is the relatively short life span before batteries need to be replaced. I usually need to replace the battery after three weeks of continuous use."
6049,2876,2956,20100823,B003UKM90Q,4,"August 23, 2010",A17O9AHKHK66AI,Great brush for the money.  Cleans thoroughly but not too hard.,"I have SLE with sjogrens (an autoimmune condition that has left my salivary glands barely functional).  My gums are fragile and are a mess, because I don\'t have enough spit.  Worse, I get cavities on the fronts of my teeth.  I\'m lucky to have a great dentist who is working to help me save my teeth and gums, but it requires a lot of vigilance on my part.On a friend\'s recommendation, I started using a sonicare elite.  That brush does a great job, but brush heads are expensive and a little on the hard side.  Every time I brush my teeth with that one, the sink looks like a crime scene by the time I am finished.  The Oral-b vitality did not rough up my gums nearly as much, and it costs about the same as a replacement brush pack for the sonicare.On the other hand, the brush head feels a bit more bulky in my mouth and my teeth don\'t feel quite as clean as they usually do, but I don\'t dread using it nearly as much as I do the sonicare.On a scale of 1 to 10, I would give this brush an 8, based on price (great), comfort level (nice and soft but bulky), convenience (the 2 minute timer is important), and cleaning (not quite as good as my other power toothbrush)."
4152,979,999,20100923,B000AUIFCA,5,"September 23, 2010",A3THPMVBOH0G4M,Clean Teeth,These brush heads work well to get your teeth feeling very clean.  My Braun/Oral B electric toothbrush is getting old now so I am glad to still be able to buy new heads for it.  This 3 pack refill was cheaper on Amazon than if I bought a 6 pack from Costco.
236,236,237,20100405,B0029NYQFG,5,"April 5, 2010",A3VW2U33U0H8K4,Great price for the amount. Great shipping.,This is a great product. I love that you can buy these in bulk...saves so much money! Great deal!
5045,1872,1917,20110826,B002HWS9FW,5,"August 26, 2011",A1S0NVEWPJ6GZQ,"Works well, especially on hard to reach teeth","I\'m impressed with how much power this toothbrush has compared to previous AA cell toothbrushes I\'ve tried. It does a good job maintaining speed even when pressed firmly against teeth. The 2 minute notification feature is nice, too. (It pulses on and off a couple of times at 2 minutes, then continues brushing.)"
759,339,348,20120122,B000277P5E,5,"January 22, 2012",A2CD9THYJH1JSG,Best razor on the market.....when you get the REAL DEAL,"Ah....how I missed you. Sorry I mucked with my subscribe and shave schedule and ran out of you!!! Ugh....those 3 days of using something else were HORRIBLE!!! And my face and head sure didn\'t appreciate it. Thank you Amazon Subscribe and Save!!!What else can I say...oh yeah....PLEASE PAY CLOSE ATTENTION HERE....BUYER BEWARE!!! SHOP CAREFULLY!!!If you are purchasing these on Amazon, I HIGHLY RECOMMEND GETTING THESE DIRECTLY FROM AMAZON ONLY -- not from a partner. Buyer beware if you get these from a partner...sorry partners but there are some partners out there selling knock offs....I know, because I got some one time. The labels were not for the US and so I said nothing. I thought I had gotten a really good deal. Well, I hadn\'t. Instead I\'d gotten something that was not even close to the same level of quality and my face paid the price. Never again. Amazon only for me.    "
267,267,269,20111114,B003CP15AE,1,"November 14, 2011",AGBFIQMV9L61Y,Not sure what these are good for.,"I just had a baby, so I have used all kinds of pads lately--different brands, lengths, absorbencies, etc. These pads really confused me. They are too thin to be used as anything but a pantyliner, but they are too long to be comfortably used as that. Plus, the sticky part never stayed where it was supposed to. It always ended up turning toward my body, which meant that there was some pulling in areas I\'d rather not be pulled. I tried the pads a few different times, but was never sold. In fact, I think these were my least favorite (if you can have a favorite) pads that I used post-baby."
5206,2033,2081,20110807,B002HWS9GG,5,"August 7, 2011",A3G4JK2R60BCFO,I smile again !!!,"Great brush! And lots of fun to use it. The first setting was too hard for me so I used the second one. After 2 weeks I swithed again. My teeth feel like satin and they are whiter and whiter every day so I smile again :) :) :).The only thing I did not like it was that I was charged by Amazon \'Import Fee Deposit\' of $13.73 on top of S&H . I ordered before from Amazon and never had this charge, it must be something new. So I won\'t use this site again.The item was pricy enough without this additional \'deposit\'. I can get a better deal on E-Bay.So bye bye Amazon.Barb"
6686,27,27,20100609,B001G7QV1I,2,"June 9, 2010",A1L8X5TUG6TIWX,An unnecessary new design ruined Tampax.,"I picked up a box assuming that this would be the same product I first tried several years ago... These are the worst tampons I\'ve used. You feel them after insertion. I kept going back to the bathroom because I felt like I needed to readjust. It never seemed to help. Very uncomfortable! Reviewers on drugstore.com have claimed that these actually gave them cramps. Ouch! The cardboard applicators, while being easier to manipulate than the nightmarish Playtex Beyond, can still be difficult. And I\'ve been flushing them with some apprehension even though the box says it\'s okay. Bad, bad, bad. They really effed up a classic brand here. Tampax tampons are inferior to just about every other tampon available now.Pearl is the only Tampax style worth considering...and even then there are cheaper and better tampons, such as Kotex Security, Playtex Gentle Glide, and Playtex Sport.I would only buy these again if absolutely nothing else were available to me."
5147,1974,2020,20111009,B002HWS9GG,5,"October 9, 2011",A11ZJ8WHR8HK95,Wish I had gotten one sooner,I think its one of the best investments I\'ve ever made... it is worth spending north of $150 for something like this but under $60 now with the rebate is a steal.
3763,590,603,20060827,B0002KHU3I,5,"August 27, 2006",AJ0XANDMK645Q,Improved an Already Great Product,"If my Oral B had a flaw, it was that the brush head was a little on the small side.  This corrects that problem and really adds a lot of cleaning and gum massaging to the brush action.  Worth the little extra money, but do note that the brush is over twice as big with this addition...if you like the small size of the other head, this might be too much."
2671,2251,2329,20110205,B003EMPN7G,5,"February 5, 2011",A10IADXIZBY2B2,Works great on my hairy legs,I get a smooth shave on my tough leg hair yet this shaver is gentle on my underarms. I was very upset when the dog chewed mine up. I wasn\'t sure I was going to be able to replace and I have a large storage of cartridges on hand. I was so happy when I discovered that I would be able to replace it. We\'re back in business!    
588,168,175,20090722,B000065AB0,5,"July 22, 2009",AYKG70DVFYST8,Excellent blades and cost effective,I have a heavy dark beard and I need to shave every day. These turbo blades combined with a good shaving gel last me around 2-3 months before I HAVE to replace it. Now after a couple of weeks they don\'t shave as effortlessly as fresh out of the box but I am a frugal person and don\'t like to waste money. The important thing to me is that if I shave in the morning I don\'t want a shadow in the evening. These blades do that. I often go the weekend without shaving so on Monday the blade has alot of work to do and after 2-3 months it can still handle it. With this schedule this shaving system isn\'t expensive at all-less than $1/month.    
5043,1870,1915,20110828,B002HWS9FW,5,"August 28, 2011",A2O2QJQ36F3THV,Good traveling buddy,This unit purchased was a replacement for the same 9 year old model.  It has traveled the world with me.  The portibility of the unit with battery power is the main feature I like along with the cost and easy brush head replacement.
2113,1693,1748,20090615,B0028K3IZY,3,"June 15, 2009",ADQM4H3YPICFF,Too dry for my taste,I thought this deo stick is much drier than most of the other ones in the market. I found it pretty hard to \'roll over\' my under arms because of the dryness. The smell is pretty good but they need to moisten the deodorant for better results.    
2461,2041,2115,20100529,B003987CL0,5,"May 29, 2010",AERQW3PJ9B7PG,A bit of a surprise,"I\'ve been using multi-blade razors for a long time, and found that I preferred Gillette over Schick, the latter diving me a smoother shave. I suppose there is a degree of subjectivity involved when you make a comparison with fresh blades. I remember that Consumer Reports was unimpressed with the vibrating Fusion when it came out, but I got one right away and liked it--even while aware that each \'improved\' razor came with ever-more expensive blades.Now there is the Fusion Proglide Power Razor. It makes claims of important improvements on what I would have thought was unimprovable--after all it is just a razor with a new generation (it claims) of blades.So the question is this: is there a positive difference?I read the information that came with the razor and on the web and was impressed by Gillette\'s audacity (for instance, a circuit board to keep an even flow of juice to the vibrator motor even as the battery runs down, and special groves to feed whiskers into the onrushing blades as the user draws the Fusion Proglide across a cheek!).I figured to keep it simple: fresh blades in my current Fusion and in the Fusion Proglide, one for each cheek; four down strokes over gel shaving cream on the left cheek for the Fusion and four more on the right for the Fusion Proglide. Little did my familiy know that my morning routine had become a major evaluation activity.Well, there is a difference. I like a smooth shave and this razor and blade gives the best shave that I\'ve come across outside of barbershop.I liked it and you might want to give it a try.    "
839,419,429,20090113,B000277P5E,1,"January 13, 2009",A2MZ0NP4VCOWFO,"Poor quality, not like store-bought blades","The other low reviews are right, these blades are cheap but terrible.  I just went back to blades from the store, and what a difference!  Now I can get 7 great shaves instead of 3-4 bad to awful shaves.  Amazon needs to change their supplier, these blades are either fakes or manufactured to specs different from those meant for the US market, and we (the customers) are being ripped off.    "
6634,398,407,20100530,B004ISB3AG,5,"May 30, 2010",A2UK25KI4T6GCI,"Instantly, Immediately FABULOUS!","My 17 year old son has been battling the thinning of his hair. Much to his dismay. We\'ve adjusted his diet (more protien and vitamins), he\'s had his hair cut so that the weight of it at the crown doesn\'t stress his scalp, and we\'ve tried every full body shampoo on the market to no avail. I ordered this shampoo and it worked by the third washing! My son is absolutely thrilled! No, his hair is not instantly growing back. It does have more fullness, though, so his thinning crown isn\'t as noticable. We\'ll be sticking with this product for the foreseeable future! "
5642,2469,2527,20120121,B002HWS9GG,5,"January 21, 2012",ASZW4I4X1T6TB,Perfect Brush!,"Was amazed with the speed they arranged for delivery to me and most of all the product was perfect in terms of function and design.Way to go Oral B, kept the innovative functions coming!"
6237,1,1,20110110,B000GCXWKW,5,"January 10, 2011",A3TLS819Z50U3B,very good product,can\'t buy this in the store anymore I am so glad I found it on Amazon!I will buy more for sure because it tames my wild curls. 
898,478,488,20060209,B000BUUVTE,5,"February 9, 2006",A1XXVR7DVMKYAA,WOW!,"I just got this razor today and I love it. I had an old Mach 3 razor, it was good but I needed a new razor.The design of this razor is amazing. The wieght of the Fusion is pretty similar to the Mach 3, unless you have the battery powered one, then I guess it would be heavier. I thought, \'5 blades? Are you kidding me...when will it end?\' But I swear to you this razor cuts better than any 3 blade razor I\'ve ever used. I also thought that the small razor on the back of the Fusion was pointless, but I was wrong. The small razor is great for side burns and getting small places like under your lip and under your nose.I only nicked myself once, but WOW this is a great razor. I highly recommend the Gillette Fusion.    "
5463,2290,2342,20101115,B002HWS9GG,5,"November 15, 2010",A2051L7H5CANHH,Fantastic Toothbrush!,"I have been wanting to get an electric toothbrush for quite some time and Oral-B\'s 50% off promotion finally gave me the push I needed. I\'m so happy they ran this promotion! The toothbrush is fantastic, my teeth feel cleaner than ever, and it has a ton of options.I haven\'t noticed any whitening but that\'s not a major concern of mine. I really like the timer feature; it motivates me to keep brushing for at least 2 minutes. This product has made me much more aware of my mouth as I am finding myself wanting to brush my teeth more often to get the super clean feeling!Highly recommended!"
37,37,37,20090625,B001GCTTJY,5,"June 25, 2009",ALJMYYRC6NB9T,"Finally a comfortable overnight pad, thin, that has the best protection","As women get older, their periods get heavier. As a nurse, I have heard every combination of pads and tampons for nighttime coverage.  Conducting some studies myself, I am convinced this is a superior product and will simplify the horrendous nighttime guessing game.  The pad can hold an amazing amount of flow without spilling onto bedlinens and is very comfortable.  Thanks for getting this one right at long last!"
1862,1442,1491,20100827,B001F51QWK,3,"August 27, 2010",A2LZP1U7CGTKDW,Okay,"I prefer the Shick, it seems better constructed than this flimsy thing. The head pops off and I don\'t care for that action while shaving with a 3 blade razor.    "
2726,2306,2384,20120304,B004A7PB26,4,"March 4, 2012",A2BH8AV1G6GZHB,Good stuff--a little goes a long way,"This has been my standard body wash for a few years now.  A small blob used on a shower sponge or bath pouf (yes, real men use bath poufs:)) goes a long way--far further than the more fluid washes out there.  It cleans well enough for my skin--which is relatively dry--and has never caused me any irritation, including on my face.  I like the smell a lot, and so does my wife.  The only caveat I would note--and the reason for not giving it five stars--is that the product will stain wash cloths, sponges, poufs, etc. a blue color, sort of like liquid fabric softener does.  These will wash out in the washer.  It can be a nuisance, but not enough to prevent this from being my favorite body wash.    "
2568,2148,2224,20110723,B0039LMT9C,5,"July 23, 2011",AG23IWQ32U2MU,This razor works really well.,This razor works really well for me. I have trouble because some of my hair is really fine and other razors just pass over the hair even if I shave several different directions to get it. I thought the holder for the razor and extra blades was a great idea too but it doesn\'t suction well to the tub. It falls off after a couple days and I just put it back up.    
4732,1559,1597,20090118,B001CX4JSS,5,"January 18, 2009",APGAKF3WU8QOY,Works great,"I have had no problems with this brush so far. No heads coming off or anything else. Someone else noted that if that the brushes are coming off, then chances are you are applying too much pressure. Hopefully the rebate will come through without any hassles. The actual head does not move much in motion, just vibrates, but I guess that must be the \'sonic\' part. Not used any sonic brushes before. Slim size and small head makes it easy to glide around your mouth."
191,191,191,20100820,B0029NYQ6A,3,"August 20, 2010",A2BLRRNYU9XO9R,"Pretty Good, Pretty Good","Like the majority of women who try out this product, I have been experiencing very heavy periods since I began puberty. Finally tired of wearing an overnight level absorbancy pad and a tampon just to be on the safe side, I decided to find another option. I saw a package of Always Overnight Extra Heavy Flow Maxi pads at my local Wal-Mart, and I thought it wouldn\'t hurt to try them out. W-o-w. First of all, this is a VERY long pad. It is about the length of two Always Ultra-Thin Overnight pads stuck together, and it pretty much expands from the top of my underwear to the back of them. Another helpful feature is that this pad contains two sets of wings--one in the middle like traditional pads and another set at the back. While, these pads DEFINITELY prevent leaks, I have a few complaints about this product. First of all, I\'ve noticed that when you remove the pad, it leaves a thin adhesive strip on your underwear that is hard to remove. So, though these pads keep you from having accidents, I still do not recommend that you wear your good underwear while using them.  Also, it is pretty hard to descreetly carry these in your purse, as they are VERY large. But other than that, I feel that they are an amazing product. Surprisingly, these pads don\'t feel like a diaper when I am wearing them, so that is a plus. However, I feel that women who are any smaller than a size twelve or fourteen might find them to be quite bulky, so I would take that into consideration. Also, if you are a woman who is already sticking two maximum coverage pads together just to feel comfortable, this maxi pad has about the same effect, so it will not be anything new to you. But overall, I will purchase these in the future."
5196,2023,2071,20110818,B002HWS9GG,3,"August 18, 2011",ACYL0ZTYNZ4WQ,Timer not convenient,I also have a Triumph toothbrush with the timer in the handle.  The separate timer is difficult to program and very inconvenient.
2765,2345,2423,20101221,B004B8AZH0,1,"December 21, 2010",A136IQFGB01KQB,Something\'s Not Quite Right,"Either Gillette puts in their best blades into the the handle package, or these are fakes, but they do not work half as well as the original blade I got with the handle.    "
164,164,164,20111208,B0029NYQ6A,5,"December 8, 2011",A1JK78H8FM1G3C,these pad things,"I am a guy,we used things like this in Viet Nam,to wrap wounds.My daughter says she loves them.So I guess they are good.What can I say."
491,71,74,20110109,B000052YIN,5,"January 9, 2011",AQOEV79T09JVQ,"Good Shaving Cream, Good Price","I\'ve been using this cream for some time now and I just realized I was able to get it in bulk packs and subscription services. I hate going out to the store to buy things like this (mainly because I wait until I\'m out), so the subscription is good. If you are like me with 5 men in the house, you can probably use the six cans pretty easily. We aren\'t even that hairy of a bunch, so your mileage may vary based on your level of wolverinism and the number  people you have.In terms of the cream itself, I\'m a big fan of foam over gel as you don\'t have to wait for it to foam, you get a better idea of how much you are using and I think it works better to lubricate and hydrate the face. Gillette\'s is good at all that. I don\'t have sensitive skin, but I\'ve always used this because it seems easier on my face and it provides for a smooth shave.Everything said the cream itself is great, but a 6pk is a lot of shaving cream. Great if you have a lot of guys around (better yet if they are particularly hairy).    "
6680,21,21,20100831,B001G7QV18,5,"August 31, 2010",A128RU4O72TIN7,Convenient 2 pack and good price for the amount,Decided to buy the 100 count boxes because I know I\'m definitely going to use them. They end up being cheaper to buy then getting the smaller packs available at my local stores. It\'s also more convenient to have them available and I don\'t have to remember to buy another box every so often. I prefer the cardboard instead of the Tampax pearl because they can be flushed down the toilet and are biodegradable. I have used both and they work just as well.
1420,1000,1029,20081017,B000XVSNTQ,2,"October 17, 2008",A1PWTRYDO24GGE,"Nice for legs, but that\'s about it.","Personally, I\'m just not impressed. While it does work on my legs, I wouldn\'t say it\'s noticeably more impressive. But for me what really mattered is that it is SO hard to use on my underarms. I have to pull the skin across the bone and then  try to shave to get the lower part of my underarm because the thing is too bulky and there is way too much plastic to get a smooth shave. Since I can get a smooth shave with a cheapy razor, I think I\'d rather stick with that.    "
6157,2984,3065,20101005,B003UKR67M,4,"October 5, 2010",A279A4Y2N1CQ26,Not Quite the Dentist...But Pretty Close,"My teeth feel much cleaner after I brush with this than when I brush with a manual toothbrush.  The spinning heads just seem to polish my teeth up more effectively than I can by hand...yet the treatment isn\'t harsh or abrasive in the least.The brushing activity is easy enough - definitely a different feeling than a manual brush, but it\'s natural.  And it comes with a nifty two minute timer on it to let you know when you have brushed the recommended time.The downsides?  1. Replacement brush heads are not cheap.  2. If two people want to use the brush and switch brush heads, there is not convenient way to store the brush head that you are not using (e.g. a peg on the charging stand to hold the second brush head.  3. There is no way to tell how much battery life is left (or how much charging is needed to fill the battery.So, it\'s not perfect...but it\'s effective."
3994,821,838,20110902,B0002M5JO8,5,"September 2, 2011",A1SB8VCI3AL7BD,Just what I needed@,These were just what I was looking for. I was very glad to find these replacement heads @ Amazon as I had looked unsuccessfully in many stores for these replacements.  I love this toothbrush! Please keep these in stock!
479,59,62,20120427,B000052YIN,1,"April 27, 2012",A3EMY7GKAE85QN,design of cap no good,LEAVES RUST SPOTS ALLOVER.CAN NOT PUT UPSIDE DOWN IN THE BATHTUB BECAUSE OF DEFECTIVE CAP.CAP MUST BE MODIFIED BEFORE I BUY THE PRODUCT AGAIN.PRODUCT GOOD.CAP DESIGN SUCKS.!!!!    
304,304,307,20110906,B003CP15AE,5,"September 6, 2011",A3HETHW2XD3DWH,Barely know they\'re there,"These ALWAYS pads are everything they claim to be.  With stay put wings, they don\'t shift, and the design is so thin you will forget you\'re even wearing a maxi pad.  These are unscented and come in a package of 16.  They are extremely absorbent and easy to dispose in a handy green wrapper when you are changing.  I hate bulk, but on heavy flow days there is sometimes no choice.  Now thanks to INFINITY pads, I have a choice, and my number one choice is Always Infinity."
4097,924,942,20110306,B000AUIFCA,1,"March 6, 2011",A1XGX7YQY2JQPG,copy of original--not the same thing,"This is rip off of the original Oral B brush heads with far fewer filaments in the center. A copy of the original product but not nearly as good. If you have been using these brush heads for awhile as I have (i.e., four years) you will notice your teeth don\'t feel as clean after a brush.  They are an INFERIOR product and should not be sold under the Oral B label."
1757,1337,1383,20090509,B001F51QJ8,3,"May 9, 2009",A3D9BTRM4JOU41,Strength at what cost?,"\'There\'s no free lunch,\' as they say. You can\'t get something for nothing. With this product, you get extra power; but you have to sacrifice some comfort and convenience to seal the bargain.First, let\'s get the obvious part out of the way: this stuff does a fine job of keeping you dry. In that regard it works as well as any antiperspirant I\'ve tried. Like other \'clinical strength\' products, the directions tell you to apply before bed at night, and explain how the product works by plugging up your pores so the sweat can\'t get out. I can\'t say that sounds too healthy to me, but after using a whole package, I didn\'t get a rash of any kind.Now, the sacrifices: in general, your underarm areas are going to feel weird. They\'ll feel tacky or rubbery to the touch, as though they\'re coated in dried rubber cement, especially for the first few hours after you\'ve applied the product. This might not bother everybody, but I didn\'t like the sensation.Finally, the elaborate packaging has a fatal flaw. You turn a little knob three clicks at a time to meter out the right dosage. The knob gives  satisfying loud click, and the packaging is strong and opaque. There\'s no squeezing or fooling around. But one day, you\'ll turn it one or two clicks and it will simply stop: the product will be all gone, but there will have been no warning. There\'s  just no way to tell when you\'re about to run out; this could leave you in an awkward position on the day of that big presentation...    "
2852,2432,2511,20090713,B004B8AZH0,5,"July 13, 2009",A1MOOPJ92CRZAZ,The best I\'ve used,"I have been using this from shortly after it initially came out, moving from the Gillette Sensor. The difference between the two is pretty significant. These are more expensive that the Sensors are but they last you forever. I found I got maybe 4 or 5 shaves max out of the old Sensor where I can use these blades for a good month and a half before I feel the need to replace them. The added time of use more the outweighs the increase in cost.The comfort of the blade is by far the best I\'ve experienced. It stays nice a smooth and cut free for weeks after I start a new blade and with the Sensor I could start feeling the use on that blade after the first or second shave.The blade on the back I have found to be very useful which is something that, if I remember correctly, the Sensor doesn\'t even have.    "
